Caller_ID,Dummy_Email,State,Days_in_Between,Test_variable,Outcome
38549420NQSIBOIS,0,0,200,0,0
99664140KTXRQQCB,0,1,200,0,0
94100649QAFMCUIA,0,0,200,0,0
83423067OGHLUPPA,0,1,200,0,0
71026382GJYORWIK,1,1,200,0,0
98513461TNTUISYG,0,0,200,0,0
89173850VNOHUCGC,0,0,200,1,0
95068897CFLJFTKV,0,0,200,0,0
91648593YPQRALIM,1,0,200,0,0
63447009UXJIEAEN,0,0,200,1,0
13859218VPGVHMMY,0,0,200,1,0
31650188BTBDVNND,0,0,200,0,0
12068121EOSLKYQN,1,1,200,1,0
91918416PRMEXQKF,1,1,200,0,0
29705163FHBQVRRV,0,0,200,0,0
71805599RGYVXDCD,0,1,200,0,0
79158587NVTVZHAC,0,0,200,0,0
51589782CDOYJFUK,0,1,200,0,0
67174691KUOBVFWW,0,1,200,0,0
04978594IKQOESCF,1,1,200,0,0
76039236UWTNZZFG,0,1,31,1,1
66581123NLDUCIYX,0,1,200,0,0
14158347SJVIDRWO,0,0,200,1,0
30947274MZKUIHJK,0,0,200,1,0
99672441ELWDYPCZ,0,1,200,1,0
38692361AIKCEDXB,0,0,200,1,0
94317125FOIBNMNI,0,0,200,1,0
36212777EIFLVNOD,0,1,200,0,0
53263818MGJBXSWV,0,0,200,1,0
90978075ZHGPHXBX,0,1,200,0,0
49916721ORTBMNVH,0,0,200,1,0
45660667LYSYEDXQ,0,0,200,0,0
40402957AFISIBJZ,1,1,200,0,0
59843690XUNKSBNI,0,1,200,0,0
31817839YEOPPWNU,0,0,200,0,0
52162218SAVRMPCQ,0,1,200,0,0
19024617VYCRKFKK,0,0,200,1,0
15174475JINVEYPZ,0,0,200,0,0
35921798YJSHXLJZ,0,0,35,1,1
69194444QPLUXALZ,0,0,200,1,0
91268982IYDXFHYX,0,1,200,0,0
33793542OAJFYIDR,0,1,200,1,0
57047038SLGQOVOW,0,0,200,0,0
55995408YJYZJAAP,0,0,200,1,0
92782291RDZRXKTG,0,1,200,0,0
13813978PARGGOOX,0,1,200,0,0
84097741PRLAHJCY,1,1,26,0,1
30455166UEZLUNLV,0,1,200,0,0
12904357NDDLVIDY,0,0,200,1,0
91970780WCSSPEVP,0,0,200,1,0
90233723UHZCMRUQ,0,0,41,1,1
86294415SQQRAVPF,0,1,200,1,0
34637176JCHJYPBX,0,1,200,0,0
44285582RAESGBDC,1,1,200,0,0
05483898FJZOKGZF,0,1,200,0,0
57439212ONKYTQHN,0,1,200,0,0
44306574AIAHYRKC,0,1,200,1,0
05744608JWHMJXNZ,0,1,200,0,0
66384300QLFYKLMR,0,1,200,1,0
16747628XONBNWRG,1,0,200,0,0
68728742VSMESMYH,0,0,200,0,0
27207451TWMAJWNJ,0,1,200,0,0
28414410ZBKVVTDB,0,0,200,0,0
83740353PGGDVRCA,0,0,200,1,0
75042908CZXVQMYK,0,0,200,0,0
54441723HWSGTRSZ,0,0,200,1,0
69671582WWKWIBCW,0,0,200,0,0
42622785EYKYQIUK,0,0,200,0,0
64100519SGIFDGSC,0,0,200,0,0
82842226KQVLXSIU,0,0,200,0,0
04604680EKASCTQW,0,0,200,1,0
46389010SVIEBRFM,0,1,200,1,0
25040869RTTIYOSC,1,0,200,1,0
27995517FWEZBQNE,0,0,200,1,0
40804432OSANTUDV,0,1,200,0,0
93548597HCXDXLJD,0,1,200,1,0
28043270YJVTYLOB,0,1,200,0,0
95412289QNVFFWDY,0,1,200,0,0
08506630AFAHHAFT,0,0,200,1,0
64991902LOPQMGJK,0,1,200,1,0
26943226PXCXJTUB,0,0,41,1,1
38578522PYUKAVTR,0,0,200,1,0
95056994LRLCQXGA,0,1,200,1,0
03131037WCQMCABN,0,1,200,0,0
72545370GPCWYOJF,0,1,200,1,0
89011510JAUZOIUI,0,1,200,0,0
77936691AVPUMODV,0,0,39,0,1
78717350WQOUEMZI,1,1,200,0,0
96045131QKPDKRZS,0,0,200,0,0
72332005CRDWOFFY,0,1,200,0,0
46524734TRKNSSJK,0,0,200,0,0
14335528YNULVXOB,0,1,200,1,0
62963100OQPWBWEA,0,1,200,1,0
15010464UICEGSDU,0,0,200,0,0
32417310DCEVHVTX,0,1,200,1,0
88448648HCOVCNSE,0,1,200,0,0
26076561GLYHZXDR,1,1,200,1,0
13505714DKPYGPOE,0,1,200,1,0
36036337OAWUQSHK,0,0,200,1,0
54821163FPUYZZKK,0,1,200,0,0
33841156BBHFQQHL,0,0,200,0,0
36453626IILFVCIC,0,0,200,1,0
66309757HPDATURO,1,1,200,1,0
62235802EOZBAIZJ,0,0,200,1,0
26507326SRGIKBPP,0,0,200,1,0
14795011RDZBBXCY,0,0,200,0,0
79500372SJEHXNCN,0,0,200,1,0
45283320SWSCTVKK,0,0,200,0,0
49072619GMYPRNCL,0,0,200,1,0
75038530PQYMTPET,0,1,200,0,0
85496023OIORLRJM,0,0,200,1,0
77018115JPNCBWOU,0,1,200,1,0
79997856FQOOIUSY,0,1,42,1,1
77389535RUYMFLGG,0,0,200,0,0
69778694YITJMYKM,0,1,200,1,0
43876482LQYCSUBB,0,1,200,1,0
34545745ZKBDRZCB,0,0,200,1,0
34462089WGLUXTJZ,0,1,200,1,0
16518188LWASVXLU,1,1,79,1,1
43088789WLESSYCG,0,1,200,0,0
81364039WHOLKWKA,0,1,42,1,1
72140653JMABUWGT,0,1,200,1,0
05582809TIIHSNGA,0,1,200,1,0
24763124TSVCLLHL,1,1,200,0,0
32731391QEGMAXOW,0,1,200,0,0
98988238NLDMUYDP,0,1,200,0,0
65995159OVCERAKW,0,1,200,0,0
98052904DVYNWODW,0,0,200,0,0
58720265YJIMURKT,0,0,200,1,0
15327652BSAZCRIJ,0,0,200,0,0
05540639VQUIRPSV,0,0,200,0,0
23573263XIUAABZJ,0,0,200,1,0
22829947SGYEKSCA,0,0,200,0,0
21104891AGCIGPTN,1,0,200,0,0
75686880MYOPPVDR,0,1,42,1,1
55457632RDKVLYWI,0,1,200,0,0
34085036NBSXCWDL,0,1,200,0,0
69450049MKACULLP,0,1,200,0,0
35326631AURONFFV,0,0,200,1,0
18369754ODKWQNXP,0,1,200,0,0
90561664ETGINRQX,0,0,200,0,0
68905632SJBDTHDJ,0,1,200,0,0
39125417EEMEGGVV,0,0,200,0,0
88936622RJRLOCBZ,0,0,200,1,0
70800410GFDIMMUW,0,0,200,1,0
93969142YXWJXRSO,0,0,200,0,0
04021760QZBADIET,0,0,200,1,0
24641673SIQUOZKL,0,1,200,0,0
22896440MMJFBPOU,0,0,200,1,0
69391081SUMRKZXT,0,1,200,1,0
51348004NNLGWUNO,0,1,200,1,0
25697577NJLBELNV,0,0,200,0,0
43149162PHJWRAHW,0,1,200,0,0
68752035FVPUPSTS,0,0,200,0,0
05855384IBIQCOWI,0,1,200,0,0
14909763VTMEGUSV,1,1,200,1,0
78692576GTJDDUSS,0,0,200,1,0
94089849WZNLSKFL,0,0,200,0,0
45411167KFYCNZZA,0,1,200,1,0
74149898DIRQTNEH,0,0,200,0,0
47837495NERWICEP,0,0,200,0,0
02457387QLKDRSHR,0,0,200,1,0
61194011HSEFQYJO,0,0,200,1,0
77716990QHPRVHQC,0,1,200,0,0
11438643KZJPKZPL,0,1,200,0,0
31227350EAMDVZRT,1,0,200,1,0
68076311UOZQXXCM,0,1,200,0,0
71775205HPIIXNGG,0,1,200,0,0
37687411FOIHOKON,0,0,200,1,0
15259806LDLDIYIB,0,0,200,0,0
06851508NVJXQUDN,1,1,200,1,0
30359897PNRQDWQM,0,0,200,1,0
89377364TWJIWVKQ,0,0,200,1,0
31080801MZYIDOBA,0,1,200,1,0
79487563EJLOCTMS,1,0,200,0,0
86629033NHJDTJRL,0,0,200,0,0
85096622SOKEGPCU,0,0,200,0,0
31123989MCVIWZTP,0,0,200,1,0
33116380DCAJSKZW,0,0,200,0,0
53153457NMPLORUV,0,1,200,1,0
31964031LRPEZWSL,0,0,200,0,0
41114108TZYXDUGU,0,0,200,0,0
68739252XRDLWLKH,0,0,200,1,0
44675208MSLRLTVN,0,0,200,0,0
87509157ASLXIXSD,0,1,200,0,0
21311077RBGTMLEG,0,1,200,1,0
20877237OITPFYHY,0,0,200,1,0
76146488BHLGGROT,0,0,200,1,0
08574935OPEVQBIW,0,1,200,0,0
44836530YVIWCBPK,0,1,200,0,0
19473911MJPQQPEG,0,1,200,0,0
92112511HKLEGGJF,0,1,200,1,0
66172860CLKEYOAW,0,0,200,0,0
61943498TXAWEICZ,0,1,200,1,0
99282900MIKRJFCQ,0,1,200,1,0
18782593QXLAFCOQ,0,0,200,0,0
31463726OJTIFWNV,0,0,200,1,0
29216012TMASDUBV,0,0,200,0,0
13504588VARRFAHO,1,1,200,1,0
99357907XTNBJFRF,1,1,200,1,0
45007257VVRWRFVG,0,1,200,1,0
49777898WAZHLRTC,0,0,200,0,0
88343221NYXKNGHS,0,0,200,0,0
62076985IZEVJHLH,0,1,200,1,0
09237025MHQSNCEE,0,1,200,1,0
80253604DVBADCBW,0,0,200,1,0
36929184KECRFLHQ,0,0,200,0,0
57082871ERJABMFO,0,1,200,1,0
47700787YZCSWOSX,0,0,200,1,0
60907878KNYPQMFE,1,1,200,1,0
04569258YGSOZSLU,1,0,200,0,0
20699457EOANUNFK,1,1,200,1,0
78119565WLXDOQPR,0,0,200,1,0
30475529VCUIZWNO,0,1,200,0,0
32726907KPWLEVEG,0,0,200,0,0
93315578URTCTBWV,0,1,200,1,0
99876072IVHPAFCS,1,1,200,1,0
28093028HAOGYOPK,0,1,200,0,0
79847977VGOYQUFH,0,0,200,1,0
27537022NQOJBZCL,0,0,200,0,0
04025914UXMWLLQH,0,1,200,1,0
63852467PIAMIBGP,0,0,200,1,0
74257628NRGUDCFB,0,0,200,1,0
89298133ALVTVKEB,0,1,200,0,0
03462428USRBOKRT,0,0,200,1,0
29872802OAXJACED,0,0,200,0,0
07435892EIXOCUCP,0,0,200,0,0
98333048ZCDUFGCT,0,0,200,1,0
95887179AAKCAKFR,1,1,200,0,0
85620642QYZFCSQW,0,0,200,0,0
78573892JIAEEFZA,0,0,200,1,0
21756490YJQJPCGQ,0,1,200,0,0
18141655ISSRHUCK,0,1,200,1,0
75793899NHGCSAGE,0,0,200,0,0
79225401SWWUMNWI,1,1,43,1,1
49363552WYXTDXCP,0,0,200,0,0
59800370NAFUORTW,0,0,200,0,0
86432840JZOYDFBR,0,1,41,1,1
72383594PYMJHNKE,0,1,42,1,1
51052701DRNUEDCT,0,1,200,1,0
97791411SUWOTESX,0,1,200,0,0
41265742DKLGRFIU,0,0,200,1,0
14076195BGLJIAAT,1,1,200,0,0
42148188GPNHBRBB,0,1,200,1,0
48920936NEXBPOTC,0,1,200,0,0
55267212OFNRBACN,0,0,200,0,0
37656837UHYJPYGN,0,1,58,1,1
00270930MGONATVG,0,0,200,0,0
84432710JMOKIVZW,1,1,200,1,0
13045099SJEUJFBP,0,0,200,1,0
90358737AIGEVNCU,0,0,200,0,0
77967337RTOFQRRH,0,0,200,0,0
74688815IDIXEEIF,0,0,200,0,0
72378314NEQKKJOA,0,0,200,0,0
35777779EMRFSYBR,0,1,200,0,0
02330893SVUNSEYU,0,0,200,0,0
04944436WBNWYOBF,0,0,200,0,0
32341659MOXYHMMR,0,0,200,1,0
73018654QLCUTMDA,0,1,200,0,0
10501583NYFDCFPA,0,1,200,0,0
22029331LYHWXULQ,0,0,200,1,0
27992061LNBYKCJX,0,0,200,1,0
86374880MOSBMLTL,0,0,200,0,0
80686295CYAKEFGR,0,1,200,1,0
32188455UEFWCWRN,0,1,200,0,0
24358249VOBUQXCE,0,1,200,0,0
58921701HZKKFGGS,0,0,43,1,1
55349930XMCKJAOK,0,1,200,0,0
09784192ONRYMYEC,0,0,200,1,0
63256608HRZIAUGQ,0,1,200,1,0
84839471LWYGNACV,0,1,200,0,0
98718188OQADZJDK,0,1,42,1,1
27235708CRPZSWXC,0,0,200,1,0
03265622PSWLDNEJ,0,0,200,0,0
93112864ZHEVRBAG,0,0,200,0,0
53901995SNCSZZKL,0,1,200,1,0
28538912MLUIKCFI,0,1,200,1,0
62472145ZWAAHPFR,0,0,200,0,0
15436754RNGXDPAK,0,1,200,0,0
36349522GZEZELFZ,0,0,200,0,0
03012454ZCDPTAPD,0,0,200,0,0
11997716QFPVAVBK,0,0,200,0,0
12484171MCQEWMYX,1,1,200,0,0
20371501SUODWXJN,1,0,200,1,0
78001811GNFFUDPT,0,0,39,1,1
30446987IDFFAIAF,0,1,200,1,0
11364642AVUUYUGO,0,1,200,0,0
77870003EFBAYAKF,1,1,200,0,0
19628386WPOSPGBN,0,1,200,1,0
92291060DBHRNVZZ,0,1,200,1,0
73907348EOLMBXXT,0,1,43,0,1
66669488GSLCOBNZ,0,1,200,1,0
43151191NZLCRPIY,1,1,43,1,1
09752116RMFSDBWO,0,0,200,0,0
36544644GOTVPODM,1,1,200,1,0
68607092MNNLDNWK,0,0,200,0,0
58340847HBYTBULS,0,0,200,0,0
46087512VKIYVIJK,0,0,200,0,0
84614535NATOIKUQ,0,1,43,1,1
93578048YFLRPUGE,0,1,200,1,0
08945359LCFNJHIR,1,0,200,1,0
81386654VYOBSEDB,1,1,200,0,0
66415815WGOQTMGZ,0,1,200,1,0
01567715WWIVJXMU,0,1,200,1,0
22471745YGBXHUMW,0,0,200,1,0
38698849RCAJXGGB,0,1,200,1,0
72574481UCPMPCRW,0,1,200,0,0
74474295XFHCPUCK,0,1,200,1,0
60969191HYTHVAZA,0,0,200,1,0
32729497CURJHDPP,0,1,200,0,0
90908198PPDGMEZU,0,1,200,0,0
38820335STSNGCQM,0,0,200,1,0
32950042HFYLKRNK,0,1,200,0,0
07019479FEYZITHF,1,0,200,0,0
62256913UGAOZTVE,0,0,200,1,0
80306824IKTMJMIM,0,0,200,1,0
22766328ZBTGDHNC,0,0,200,0,0
42512102WERTSKEA,0,0,200,0,0
22146571QTWMAXOL,0,1,200,1,0
77100236WJZSGHER,0,0,200,0,0
22267803WAXDZLWE,0,0,200,1,0
91824249UHIULJLV,0,0,200,0,0
14720620USARTSUX,0,0,200,0,0
23618380JGRWOEOZ,0,0,42,1,1
84769620ALKFFZIC,0,0,200,0,0
16703010MIIDSHTO,0,0,200,1,0
73760531RAPACBYM,0,0,200,1,0
23611568CBIOFPKU,0,1,200,0,0
88626175KXPPIARQ,0,0,200,0,0
07841145IDMLQNBU,0,1,200,0,0
74014995VPHGCRBX,0,1,200,1,0
11635830DLPLVHNB,0,1,200,0,0
25922951VPMWIUOM,0,0,200,1,0
14777843RNXMYYRM,0,1,200,1,0
50104200BKSPCKMA,0,0,200,0,0
50978183ZWAWQSRC,0,0,200,1,0
43966371NMWXIXHZ,0,1,200,1,0
90113071OGIREXKP,0,1,200,0,0
30941266BJWKDHWQ,0,1,200,0,0
38139941GFGCAVLS,0,1,200,0,0
78663285ATJVCZAY,0,0,200,1,0
21200917BAEWSPAK,0,0,200,1,0
96555748AYOVWPLH,0,0,200,0,0
59227743RRKDBBMI,0,1,200,1,0
27468718BAXIJIAX,1,1,200,1,0
27756869EIIYSERU,0,1,200,1,0
89166472NATJXWKS,0,0,200,0,0
96477409OAWGEGEZ,0,0,200,1,0
00655230KBTUTWPW,0,0,200,0,0
35465905RRGLHJPZ,0,1,200,0,0
62738327FBENTSFP,0,1,200,0,0
69490536BPGXGFTS,0,0,200,0,0
00170539BDIUZEXO,0,0,200,1,0
36715244ZPIBIOQQ,0,0,200,0,0
74091068OLTETXCU,0,0,200,0,0
70711662HAHVIULL,0,0,200,0,0
32985037RPYPPZHW,0,1,200,1,0
59241277TAUCXIEO,0,0,200,1,0
99189968RYBPFBHS,0,1,200,1,0
85776765BPXKGIQM,1,0,200,1,0
70423762QHHMNKQU,0,0,200,1,0
51789039MSSDUXDK,0,1,200,0,0
55833690FRHCKOXC,0,0,200,1,0
29406020OGFEKMJY,0,0,200,0,0
53180750BGVOXUCW,0,0,200,1,0
62749557NSBSQHNN,0,1,200,0,0
51484423IXPDWXBS,0,0,200,1,0
15511167CNFZGUXY,0,1,200,1,0
03539581YYYCJEOQ,1,1,200,0,0
36111810TEULMACR,0,1,200,1,0
24473288EOVDMLWV,0,0,200,0,0
18710858BPFNNWPD,0,1,200,0,0
18122823LSTSMBYY,0,0,200,0,0
26751655SIRTKZTV,0,0,200,1,0
56894220GEVUWBVM,1,1,53,1,1
02038094VEYOZXWP,0,0,200,0,0
77145406NYKLPFLD,0,1,200,1,0
24202861NYHUBANJ,0,0,200,1,0
12241341AYUFYIZU,1,1,33,1,1
92808569BXOLDWCM,0,0,200,1,0
71029913EHXPRMQE,0,1,200,1,0
72029967QNUREOJO,0,1,200,0,0
80188797RXZEMKQC,1,1,200,0,0
41234559EJGLLFNC,1,1,200,1,0
40042053YGVPINEK,0,0,200,0,0
09346416QGUIFLKF,0,0,200,0,0
17284172VLEAVYBW,0,0,200,0,0
30735389BUTWYPUF,0,0,200,1,0
22609884YBUDRNJA,0,0,200,1,0
63066351NMCZRAXZ,0,0,200,0,0
44400420VZVZVCKN,0,0,200,0,0
14791787IHAWZVLB,0,0,200,1,0
95148816ZHMAWQED,0,0,200,1,0
34037537ZBVMXFCW,0,0,200,1,0
15096106ULZFWAJK,0,0,200,0,0
41261998GKBEVGBS,0,0,200,0,0
06546584JGPURYPI,1,1,200,1,0
68289522DYGFOUHH,0,1,200,1,0
47884127PJPUWOIB,0,1,200,1,0
34387053DTRARXPN,0,1,37,0,1
76757088OWWETSCW,0,0,200,0,0
53622192DBRVTYFX,0,0,200,0,0
52596522IYHOHPPK,0,1,200,0,0
16243792IRPEPKCE,1,1,200,1,0
31026808GFZNVNEA,0,0,200,0,0
36205308JZJDZNBN,0,1,200,1,0
88681327ICQPMIWZ,0,1,200,0,0
74161462DPGLOYYY,0,1,200,0,0
28109047QYZNHXVE,0,0,200,0,0
99374869QDSERAAM,1,1,200,1,0
90565550XONXMJKW,1,1,200,1,0
65889235CDVFQRRG,0,1,200,0,0
78271816LWYOBOVE,0,0,200,0,0
12508258XOZYMBBE,0,1,200,1,0
83361610MVYYKQVX,0,0,200,0,0
69651357KSBVTRTQ,0,0,200,1,0
43404909SAYKQFBG,0,0,200,1,0
74632802RKWPXQKN,0,0,200,1,0
96400054QXXCNUPU,0,1,200,1,0
27031965ARECJVAM,0,1,200,1,0
35548144HWDJWPPV,1,1,200,0,0
26411339XSDYAEYW,0,0,200,0,0
59929386JBSKRZVR,0,0,200,1,0
99979733FUNWYTNK,0,1,200,1,0
94645806VNXNIZEF,0,0,200,1,0
99943897ZXMOINDG,0,0,200,0,0
89206132YZQERKUB,0,0,200,1,0
11862805PNLTSUID,0,0,200,1,0
35441219NISNGIKY,0,1,200,0,0
66106238ODGUBWBN,0,0,200,0,0
44121457EXYGOLTB,0,1,200,0,0
67581296CXZQAJEL,0,0,200,0,0
61126163BOVEDFUB,0,1,200,0,0
26607141MJTEHHVP,0,0,200,0,0
39134736HMMRNKBS,0,0,200,1,0
07580480JHQMRZJZ,0,1,200,0,0
99412462VRUQZHAL,0,0,200,0,0
61738721QDHIVPYP,0,0,200,1,0
17065703VBQILDST,0,0,200,0,0
76861889LLFVDNNZ,0,0,200,1,0
03059049HBCHWBYQ,0,0,200,1,0
37812613BAUVJOYH,0,1,200,0,0
85712475LYSLFVKP,1,0,200,0,0
79673805RDJUHBAM,1,0,200,0,0
06034196XVPFIBUQ,1,1,200,0,0
00871497MDJXANHZ,0,1,200,1,0
21249747PEWHYXWH,0,0,200,1,0
60031595HOUBODOQ,0,1,200,1,0
46030615CQAOTFVT,0,0,200,0,0
26141394BRIBSOGX,0,0,200,0,0
69687073ARUJLVJP,0,0,200,1,0
05058255WQHSXTJM,0,1,200,0,0
29544378QLPRKWWM,0,1,200,1,0
57959348CNAQNJRH,0,1,200,1,0
72292698WCGKNLSN,0,0,200,0,0
61430761ELBAEZTG,0,0,200,1,0
78289599WYTKILYB,0,1,200,1,0
61947260LFVELYWL,0,0,200,1,0
56617572QJZUWJPE,0,1,200,0,0
96740954TRMDUQUS,0,0,200,0,0
11763481SHKMBBEH,0,0,200,1,0
30027593AVMKBVMT,0,0,200,0,0
36551878LGSCOZJQ,0,0,200,0,0
00653871JBBKNWGZ,0,1,200,1,0
42195600VDDGAATB,0,1,200,0,0
13394077NNUMTFPZ,0,1,200,1,0
95108841FQFNVYED,0,1,200,1,0
97548587PNLPSCKC,0,1,200,1,0
00966638BFWILTHS,0,1,200,0,0
42375994SUKRRIXQ,0,1,200,1,0
15309267JSJSAWBG,0,0,200,0,0
22784674EIVSRVFR,0,1,200,1,0
14238523GLESXUUB,0,1,200,0,0
80324242XKESJFIB,1,1,200,0,0
21265927DPIFBFGR,0,0,200,0,0
88013825AXNEBMYZ,1,1,200,0,0
73247508WGAGUCPY,1,1,200,1,0
25618666DODFPMCS,0,1,200,0,0
16809588DSUIZWWZ,0,0,200,1,0
12629922FUXXIQKR,0,1,200,1,0
71503585IGRXVYPS,0,1,200,1,0
17138873LSDZFOMY,0,0,200,1,0
26169703VRGMJQKR,0,0,200,0,0
60482831WCQXRKOX,0,0,200,0,0
33790227BUUQCZVG,0,1,200,1,0
64202357HHVDMYMJ,0,0,200,1,0
77511464VHWUCQJU,0,0,200,1,0
38185109EZJFJLXE,0,1,200,0,0
65931084CGEYJPHP,0,0,200,1,0
17437685JDRYIWMN,0,0,200,0,0
81448379IHGJBOYU,0,0,200,0,0
12839254CNIEXCVE,0,0,200,1,0
57433137RVYAOBSE,0,1,200,1,0
62148116GRMOQKZM,0,0,200,0,0
92428998ZGMZKZRQ,0,0,200,1,0
32571225GGJXUWOE,0,0,200,1,0
67180681LXFLONOE,1,1,200,1,0
01310541QJHAWOEQ,0,0,200,1,0
08389678OBRARCCT,1,1,200,0,0
00944215MZPHSNRF,0,0,200,0,0
57852822KJFZEBVS,0,1,200,0,0
28443621FTLZFBJY,0,1,200,1,0
91999536WIJFYFNF,0,0,200,0,0
35713449VWJQQWEN,0,1,200,0,0
49398406PQKDUGYW,0,0,200,1,0
57021590DOWIJQKG,0,0,200,1,0
19439181RLPFYSPW,0,0,44,1,1
68810890BGUUAOTB,0,0,200,0,0
62365475UJGJJWWZ,0,1,200,1,0
94869783COYTNNHP,0,0,200,0,0
34479675BUSEBRYW,0,0,44,1,1
21507253PXTUOETX,0,1,200,1,0
96270379HCCYXJRG,0,0,200,1,0
55892931IDLOBMCU,0,0,200,1,0
86070346BWDBSIVR,0,1,200,1,0
86746292QSUJMOYW,0,1,200,0,0
10094131USDOAAAU,0,1,200,1,0
82046684YFRLYXKF,0,0,200,0,0
83011400DRSXWLIQ,0,1,200,0,0
58464414MAEDXUGK,0,0,200,1,0
05864770KHDRTFQL,0,0,200,0,0
73721517TRBMKGLP,0,0,200,1,0
57413726AJYPZNUS,0,1,44,0,1
51933130ALQVQINM,0,0,200,1,0
87497700JQHSOQLN,0,0,200,0,0
85552521XZMPKNFA,0,1,200,1,0
61665968FTQVGGBE,0,0,200,1,0
21754877GBIVOVOB,0,1,200,0,0
82728103OILOFGVA,0,1,43,1,1
32076125YGWXADJS,1,1,200,0,0
87622649GDJPAKTT,0,1,200,0,0
44250955OYXHMINR,0,0,200,0,0
82749192OWDFKXZS,0,1,200,0,0
20271854GWYXWTFC,0,0,200,0,0
21216487KPGQIVTG,0,1,200,1,0
09104446LDVDPNZX,0,0,200,1,0
24085967RXLPTFGI,0,1,200,1,0
90197659KFHXUXQA,1,1,200,1,0
24675506ISJOCAZK,0,0,200,0,0
73438380EUEFREWQ,0,1,200,0,0
86830913LOSXXXZL,0,1,200,1,0
28445214JXTISJJQ,0,0,200,1,0
41975955AAFOVZAM,0,0,200,1,0
59406028UXJBIFTL,0,0,200,0,0
49942490QZTXDILE,0,0,200,1,0
95462694EJIUCZHJ,0,0,43,1,1
20697620MBGNAPIM,0,0,200,0,0
41397113JLQKGZOX,0,0,200,0,0
51032838GWDICLWU,0,1,200,0,0
11221707CVKZUREC,0,0,43,1,1
09097592KBNXSLAP,0,1,200,0,0
40832588TOWJGVPR,1,1,200,0,0
41749564MXELAELM,0,0,200,0,0
54883608UIVJWFWP,0,1,200,0,0
08188767QZJRZOWH,0,1,200,0,0
84000937LRFLSFLO,0,0,200,0,0
88272126UBBJDRJE,0,1,200,1,0
21091460FQZVASOU,0,0,200,0,0
87993564NPJFPJEF,0,1,200,1,0
34212017MASNJFPS,0,0,200,0,0
98921430JUBTZSRO,0,0,200,0,0
67867211FRTTQAOW,0,0,200,1,0
33147043WGTWVKED,0,0,200,1,0
56038819WPDTNKKK,0,1,200,0,0
56102102THBZWPKD,0,0,200,1,0
09248059DIEPADIQ,0,0,200,0,0
31002002OOWPTEZL,1,1,200,1,0
68091659BZGJWHLZ,0,0,200,1,0
36391970WKIIDYKV,0,0,200,0,0
75845526JKLVJUBN,1,1,49,1,1
79503973SFNVRVVR,0,0,200,0,0
49065758YXIMVQTU,0,1,200,1,0
71386183WOOPXRWN,0,1,200,0,0
90286291FAIFJACH,0,1,200,1,0
38846659NMREJYNC,0,0,200,0,0
73513942UOTEAUBS,0,1,44,1,1
69939536ZWXYGRHF,1,1,200,0,0
10725532RGKKQRHS,0,1,200,0,0
00464421VWQXYNEV,0,0,200,0,0
13586916WZHTJTKG,0,0,41,1,1
44245735BDAWSLPT,0,1,200,0,0
86884344OHNOCAAI,0,0,200,0,0
65284677JGLFPMER,0,1,200,1,0
61545078ESDBVVUN,0,0,200,1,0
60342247PWSQMIGW,0,1,200,0,0
51602333FNUAHEJI,0,1,200,0,0
76040778PKVMNZGV,0,1,44,1,1
15738621DDWKZUNC,0,0,200,0,0
57819583NHZPXUVI,1,1,200,0,0
87395616HCWKMABK,0,0,200,0,0
97957730KREEXBUN,0,1,200,0,0
37797065ACMABVKL,0,0,200,1,0
99086652SGBXEOLZ,0,1,200,1,0
12903391RWQMWZEK,0,0,200,0,0
00262279RWDCWZYO,0,1,200,1,0
87515799NCLCTADG,0,0,200,0,0
80492820FLJFSCQC,0,1,200,0,0
33626523CBCQAKPN,0,1,200,1,0
98977424HPHUVFMP,0,0,200,0,0
24705712ZIMATXRX,0,0,200,0,0
61646248NUEAWJGX,0,0,200,0,0
26473166QGYRVZLS,0,0,200,1,0
02146333SVHVVZGK,0,0,200,0,0
09034088FBEWTIHI,0,0,200,1,0
91588417ZMSMJSZE,0,0,200,1,0
19629274NLFJAWUA,0,1,200,1,0
35684442HWMBLEDO,0,1,200,1,0
53679825KRBFCISC,0,0,200,1,0
14066086XTEHESCL,0,0,200,1,0
79158199PTMXFRVX,0,1,200,0,0
29109657ENYJLZLT,0,1,200,1,0
53595191CMCFRKBC,1,1,200,1,0
87472736WUFBVZIT,0,0,200,1,0
00825291YMOHJGEE,0,0,200,1,0
03361360AWOJCMJD,1,1,200,0,0
52738442JAKGKMQC,0,0,200,1,0
64949191EAISXVMH,0,1,200,0,0
94737265UBXVZBUZ,0,1,200,0,0
45369550XNFXYBTB,0,0,200,0,0
61785508XHLCFDLN,0,1,200,0,0
73158819EJBNNPEE,0,1,200,1,0
03643134XPSGHBNJ,0,0,200,0,0
28733328IUTOEHOD,0,1,200,0,0
98412913XUONHBAT,0,0,200,0,0
61988526RAQWPRPW,0,1,200,0,0
48910772WFVDDNMX,0,0,44,1,1
20093768IGCJRDCH,0,0,200,1,0
13221399DRKXHSFC,0,0,200,0,0
20636736HBDCYFVF,0,0,200,1,0
63221573VYBBXDHB,0,1,200,1,0
15376321GZQOBRJE,0,1,200,1,0
12057186HFTIYZSE,1,1,200,1,0
80765463GQJYOTPM,0,1,200,0,0
09297970VLGWVLHY,0,0,200,1,0
40925030VHXOMGUK,0,0,200,1,0
43468717SMAKFMCA,0,0,200,0,0
57314895QRECCDGD,0,1,200,1,0
